"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"кимряки","кимряки'","001","1","masc","S","S,муж,од=им,мн","ки'"
"подняли","по'дняли","100","100","dactylic","V","V=прош,мн,изъяв,сов","о'дняли"
"куль","ку'ль","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","у'ль"
"мелочники","мелочники'","0001","1","masc","S","S,муж,од=им,мн","ки'"
"гурьбою","гурьбо'ю","010","10","fem","S","S,жен,неод=твор,ед","о'ю"
"несут","несу'т","01","1","masc","V","V,несов,пе=непрош,мн,изъяв,3-л","у'т"
"узнает","узна'ет","010","10","fem","V","V,пе=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов)","а'ет"
"заступает","заступа'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"продажи","прода'жи","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","а'жи"
"сору","со'ру","10","10","fem","S","S,муж,неод=(дат,ед|парт,ед)","о'ру"
"земляки","земляки'","001","1","masc","S","S,муж,од=им,мн","ки'"
"родные","родны'е","010","10","fem","S","S,мн,од=им","ы'е"
"край","кра'й","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","а'й"
"подымет","поды'мет","010","10","fem","V","V=непрош,ед,изъяв,3-л,сов","ы'мет"
"изъян","изъя'н","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","я'н"
"говори","говори'","001","1","masc","V","V,несов,пе=ед,пов,2-л","ри'"
"кровь","кро'вь","1","1","masc","S","S,жен,неод=(вин,ед|им,ед)","о'вь"
"орлы","орлы'","01","1","masc","S","S,муж,од=им,мн","лы'"
"молодцы","молодцы'","001","1","masc","S","S,муж,од=им,мн","цы'"
"недалеко","недалеко'","0001","1","masc","ADV","ADV=","ко'"
"встрепенись","встрепени'сь","001","1","masc","V","V,сов,нп=ед,пов,2-л","и'сь"
"поддадут","поддаду'т","001","1","masc","V","V,пе=непрош,мн,изъяв,3-л,сов","у'т"
"усачи","усачи'","001","1","masc","S","S,муж,од=им,мн","чи'"
"зевай","зева'й","01","1","masc","V","V,несов=ед,пов,2-л,пе","а'й"
"пора","пора'","01","1","masc","S","S,жен,неод=им,ед","ра'"
"завал","зава'л","01","1","masc","S","S,редк,муж,неод=(вин,ед|им,ед)","а'л"
"шевели","шевели'","001","1","masc","V","V,несов,пе=ед,пов,2-л","ли'"
"ретивый","рети'вый","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'вый"
"могучим","могу'чим","010","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","у'чим"
"изнеможенный","изнеможё'нный","00010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","ё'нный"
"забрало","забра'ло","010","10","fem","S","S,сред,неод=(вин,ед|им,ед)","а'ло"
"персты","персты'","01","1","masc","S","S,муж,неод=(вин,мн|им,мн)","ты'"
"стрелою","стрело'ю","010","10","fem","S","S,жен,неод=твор,ед","о'ю"
"женевы","жене'вы","010","10","fem","S","S,гео,жен,неод=(вин,мн|род,ед|им,мн)","е'вы"
"разливаясь","разлива'ясь","0010","10","fem","V","V,нп=непрош,деепр,несов","а'ясь"
"достойный","досто'йный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","о'йный"
"забываю","забыва'ю","0010","10","fem","V","V=непрош,ед,изъяв,1-л,несов,пе","а'ю"
"скрыть","скры'ть","1","1","masc","V","V=инф,сов","ы'ть"
"прохлаждает","прохлажда'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"страданья","страда'нья","010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","а'нья"
"будешь","бу'дешь","10","10","fem","V","V,нп=непрош,ед,изъяв,2-л","у'дешь"
"злой","зло'й","1","1","masc","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'й"
"россов","ро'ссов","10","10","fem","S","S,имя,муж,од=(вин,мн|род,мн)","о'ссов"
"троп","тро'п","1","1","masc","S","S,жен,неод=род,мн","о'п"
"пленяет","пленя'ет","010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"уединенно","уединё'нно","00010","10","fem","ADV","ADV=","ё'нно"
"разлучился","разлучи'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","и'лся"
"являясь","явля'ясь","010","10","fem","V","V,нп=непрош,деепр,несов","я'ясь"
"красот","красо'т","01","1","masc","S","S,жен,неод=род,мн","о'т"
"движенья","движе'нья","010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'нья"
"виденьем","виде'ньем","10","10","fem","S","S,сред,неод=твор,ед","е'ньем"
"фортуной","форту'ной","010","10","fem","S","S,жен,неод=твор,ед","у'ной"
"боннета","бонне'та","010","10","fem","S","S,имя,муж,од=(вин,ед|род,ед)","е'та"
"занимала","занима'ла","0010","10","fem","V","V=прош,ед,изъяв,жен,несов,пе","а'ла"
"прилетает","прилета'ет","0010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,несов","а'ет"
"пени","пе'ни","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","е'ни"
"отгадал","отгада'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","а'л"
"пали","па'ли","10","10","fem","V","V,сов,нп=прош,мн,изъяв","а'ли"
"семена","семена'","001","1","masc","S","S,сред,неод=(вин,мн|им,мн)","на'"
"просит","про'сит","10","10","fem","V","V,несов,пе=непрош,ед,изъяв,3-л","о'сит"
"летучих","лету'чих","010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","у'чих"
"череда","череда'","001","1","masc","S","S,жен,неод=им,ед","да'"
"руки","ру'ки","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","у'ки"
"вперед","вперё'д","01","1","masc","ADV","ADV=","ё'д"
"сияет","сия'ет","010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","я'ет"
"маяк","мая'к","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","я'к"
"выше","вы'ше","10","10","fem","ADV","ADV=срав","ы'ше"
"она","она'","01","1","masc","SPRO","SPRO,ед,3-л,жен=им","на'"
"ропот","ро'пот","10","10","fem","S","S,муж,неод=(вин,ед|им,ед)","о'пот"
"тревог","трево'г","01","1","masc","S","S,жен,неод=род,мн","о'г"
"строю","стро'ю","10","10","fem","V","V,пе=непрош,ед,изъяв,1-л,сов","о'ю"
"лень","ле'нь","1","1","masc","S","S,жен,неод=(вин,ед|им,ед)","е'нь"
"кольцами","ко'льцами","100","10","fem","S","S,сред,неод=твор,мн","а'ми"
"улыбнись","улыбни'сь","001","1","masc","V","V,нп=ед,пов,2-л,сов","и'сь"
"ногу","но'гу","10","10","fem","S","S,жен,неод=вин,ед","о'гу"
"грудь","гру'дь","1","1","masc","S","S,жен,неод=(вин,ед|им,ед)","у'дь"
"кровавой","крова'вой","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'вой"
"пировал","пирова'л","001","1","masc","V","V,несов,нп=прош,ед,изъяв,муж","а'л"
"чести","че'сти","10","10","fem","S","S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)","е'сти"
"огневой","огнево'й","001","1","masc","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'й"
"военный","вое'нный","010","10","fem","S","S,муж,од=им,ед","е'нный"
"променял","променя'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","я'л"
"снаряжен","снаряжё'н","001","1","masc","V","V=прош,ед,прич,кр,муж,сов,страд,пе","ё'н"
"страстями","страстя'ми","010","10","fem","S","S,жен,неод=твор,мн","я'ми"
"пустоту","пустоту'","001","1","masc","S","S,жен,неод=вин,ед","ту'"
"торжествуя","торжеству'я","0010","10","fem","V","V,несов,нп=непрош,деепр","у'я"
"трофеи","трофе'и","010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","е'и"
"полях","поля'х","01","1","masc","S","S,сред,неод=пр,мн","я'х"
"мечты","мечты'","01","1","masc","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ты'"
"сладкой","сла'дкой","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'дкой"
"страстей","страсте'й","01","1","masc","S","S,жен,неод=род,мн","е'й"
"созданья","созда'нья","010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","а'нья"
"стены","сте'ны","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","е'ны"
"времен","времё'н","01","1","masc","S","S,сред,неод=род,мн","ё'н"
"пировали","пирова'ли","0010","10","fem","V","V,несов,нп=прош,мн,изъяв","а'ли"
"кровавый","крова'вый","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'вый"
"навещает","навеща'ет","0010","10","fem","V","V=непрош,ед,изъяв,3-л,несов,пе","а'ет"
"тенью","те'нью","10","10","fem","S","S,жен,неод=твор,ед","е'нью"
"облаков","облако'в","001","1","masc","S","S,сред,неод=род,мн","о'в"
"туч","ту'ч","1","1","masc","S","S,жен,неод=род,мн","у'ч"
"дыханье","дыха'нье","010","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","а'нье"
"клик","кли'к","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","и'к"
"гробов","гробо'в","01","1","masc","S","S,муж,неод=род,мн","о'в"
"корнями","корня'ми","010","10","fem","S","S,муж,неод=твор,мн","я'ми"
"алтари","алтари'","001","1","masc","S","S,муж,неод=(вин,мн|им,мн)","ри'"
"переходы","перехо'ды","0010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","о'ды"
"дорогие","дороги'е","0010","10","fem","A","A=(вин,мн,полн,неод|им,мн,полн)","и'е"
"витает","вита'ет","010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","а'ет"
"крестом","кресто'м","01","1","masc","S","S,муж,неод=твор,ед","о'м"
"вековая","векова'я","0010","10","fem","A","A=им,ед,полн,жен","а'я"
"богом","бо'гом","10","10","fem","S","S,муж,од=твор,ед","о'гом"
"забав","заба'в","01","1","masc","S","S,жен,неод=род,мн","а'в"
