"word","word_acc","stress_pattern","closure_pattern","closure","ending_st"
"желаешь","жела'ешь","010","10","fem","а'ешь"
"дерзновенну","дерзнове'нну","0010","10","fem","е'нну"
"полет","по'лет","10","10","fem","о'лет"
"зрим","зри'м","1","1","masc","и'м"
"благословил","благослови'л","0001","1","masc","и'л"
"твоей","твое'й","01","1","masc","е'й"
"полнощи","по'лнощи","100","100","dactylic","о'лнощи"
"свеча","свеча'","01","1","masc","ча'"
"цветами","цвета'ми","010","10","fem","а'ми"
"лад","ла'д","1","1","masc","а'д"
"слышен","слы'шен","10","10","fem","ы'шен"
"кости","ко'сти","10","10","fem","о'сти"
"сберег","сберё'г","01'","01'","other","ё'г"
"картина","карти'на","010","10","fem","и'на"
"вкруг","вкру'г","1","1","masc","у'г"
"лучами","луча'ми","010","10","fem","а'ми"
"повторили","повтори'ли","0010","10","fem","и'ли"
"неумытный","неумы'тный","0010","10","fem","ы'тный"
"суд","су'д","1","1","masc","у'д"
"рабами","раба'ми","010","10","fem","а'ми"
"елисавета","елисаве'та","00010","10","fem","е'та"
"судей","суде'й","01","1","masc","е'й"
"склоняли","склоня'ли","010","10","fem","я'ли"
"истребить","истреби'ть","001","1","masc","и'ть"
"браньми","бра'ньми","10","10","fem","а'ньми"
"стоят","стоя'т","01","1","masc","я'т"
"победитель","победи'тель","0010","10","fem","и'тель"
"кровей","крове'й","01","1","masc","е'й"
"подносимых","подноси'мых","0010","10","fem","и'мых"
"вещали","веща'ли","010","10","fem","а'ли"
"гробах","гроба'х","01","1","masc","а'х"
"тщеславной","тщесла'вной","010","10","fem","а'вной"
"правы","пра'вы","10","10","fem","а'вы"
"святыни","святы'ни","010","10","fem","ы'ни"
"пройдут","пройду'т","01","1","masc","у'т"
"пирамиды","пирами'ды","0010","10","fem","и'ды"
"лог","ло'г","1","1","masc","о'г"
"коснется","коснё'тся","01'0","01'0","other","ё'тся"
"святыя","святы'я","010","10","fem","ы'я"
"темниц","темни'ц","01","1","masc","и'ц"
"весны","весны'","01","1","masc","ны'"
"оживляет","оживля'ет","0010","10","fem","я'ет"
"покой","поко'й","01","1","masc","о'й"
"предыдет","преды'дет","010","10","fem","ы'дет"
"сторон","сторо'н","01","1","masc","о'н"
"спокойно","споко'йно","010","10","fem","о'йно"
"препроводить","препроводи'ть","0001","1","masc","и'ть"
"знайся","зна'йся","10","10","fem","а'йся"
"ешь","е'шь","1","1","masc","е'шь"
"греют","гре'ют","10","10","fem","е'ют"
"яда","я'да","10","10","fem","я'да"
"воды","воды'","01","1","masc","ды'"
"управляет","управля'ет","0010","10","fem","я'ет"
"коня","коня'","01","1","masc","ня'"
"лавровом","лавро'вом","010","10","fem","о'вом"
"рек","ре'к","1","1","masc","е'к"
"древе","дре'ве","10","10","fem","е'ве"
"рост","ро'ст","1","1","masc","о'ст"
"душой","душо'й","01","1","masc","о'й"
"безвестной","безве'стной","010","10","fem","е'стной"
"вошел","вошё'л","01'","01'","other","ё'л"
"была","была'","01","1","masc","ла'"
"смятенной","смяте'нной","010","10","fem","е'нной"
"открыл","откры'л","01","1","masc","ы'л"
"отвращала","отвраща'ла","0010","10","fem","а'ла"
"очей","оче'й","01","1","masc","е'й"
"сокровенной","сокрове'нной","0010","10","fem","е'нной"
"твердил","тверди'л","01","1","masc","и'л"
"провиденье","прови'денье","0100","100","dactylic","и'денье"
"обет","обе'т","01","1","masc","е'т"
"бесценно","бесце'нно","010","10","fem","е'нно"
"дано","дано'","01","1","masc","но'"
"полосою","полосо'ю","0010","10","fem","о'ю"
"окном","окно'м","01","1","masc","о'м"
"опустелом","опусте'лом","0010","10","fem","е'лом"
"она","она'","01","1","masc","на'"
"устами","уста'ми","010","10","fem","а'ми"
"бесконечной","бесконе'чной","0010","10","fem","е'чной"
"снег","сне'г","1","1","masc","е'г"
"травою","траво'ю","010","10","fem","о'ю"
"головой","голово'й","001","1","masc","о'й"
"заметной","заме'тной","010","10","fem","е'тной"
"мир","ми'р","1","1","masc","и'р"
"один","оди'н","01","1","masc","и'н"
"весну","весну'","01","1","masc","ну'"
"непогод","непого'д","001","1","masc","о'д"
"трещит","трещи'т","01","1","masc","и'т"
"доле","до'ле","10","10","fem","о'ле"
"бед","бе'д","1","1","masc","е'д"
"завевает","завева'ет","0010","10","fem","а'ет"
"блестят","блестя'т","01","1","masc","я'т"
"стремится","стреми'тся","010","10","fem","и'тся"
"презираю","презира'ю","0010","10","fem","а'ю"
"прельщаюсь","прельща'юсь","010","10","fem","а'юсь"
"пастушок","пастушо'к","001","1","masc","о'к"
"лужочка","лу'жочка","100","100","dactylic","у'жочка"
"овец","ове'ц","01","1","masc","е'ц"
"волен","во'лен","10","10","fem","о'лен"
"неразборчива","неразбо'рчива","00100","100","dactylic","о'рчива"
"вольные","во'льные","100","100","dactylic","о'льные"
"насмешкою","насме'шкою","0100","100","dactylic","е'шкою"
"незримой","незри'мой","010","10","fem","и'мой"
"вождь","во'ждь","1","1","masc","о'ждь"
"завета","заве'та","010","10","fem","е'та"
"зажгла","зажгла'","01","1","masc","ла'"
"широких","широ'ких","010","10","fem","о'ких"
"брата","бра'та","10","10","fem","а'та"
"погони","пого'ни","010","10","fem","о'ни"
"свою","свою'","01","1","masc","ою'"
"заветный","заве'тный","010","10","fem","е'тный"
"лихих","лихи'х","01","1","masc","и'х"
"свой","сво'й","1","1","masc","о'й"
"антикварий","антиква'рий","0010","10","fem","а'рий"
"винкельмана","винкельм'ана","0100","100","dactylic","м'ана"
"годов","годо'в","01","1","masc","о'в"
"руины","руи'ны","010","10","fem","и'ны"
"косами","ко'сами","100","100","dactylic","о'сами"
"улыбок","улы'бок","010","10","fem","ы'бок"
"долго","до'лго","10","10","fem","о'лго"
"молчала","молча'ла","010","10","fem","а'ла"
"прижав","прижа'в","01","1","masc","а'в"
"вид","ви'д","1","1","masc","и'д"
"глубоко","глубоко'","001","1","masc","ко'"
"безбрежной","безбре'жной","010","10","fem","е'жной"
"ключа","ключа'","01","1","masc","ча'"
"вдохновенья","вдохнове'нья","0010","10","fem","е'нья"
"поит","пои'т","01","1","masc","и'т"
"разъяренный","разъярё'нный","001'0","001'0","other","ё'нный"
"полях","поля'х","01","1","masc","я'х"
"свирепел","свирепе'л","001","1","masc","е'л"
"ревели","реве'ли","010","10","fem","е'ли"
"гор","го'р","1","1","masc","о'р"
"страшным","стра'шным","10","10","fem","а'шным"
"черепах","черепа'х","001","1","masc","а'х"
"черны","черны'","01","1","masc","ны'"
"волниста","волни'ста","010","10","fem","и'ста"
"река","река'","01","1","masc","ка'"
"раздаются","раздаю'тся","0010","10","fem","ю'тся"
"волков","волко'в","01","1","masc","о'в"
"запустенье","запусте'нье","0010","10","fem","е'нье"
"вознесенны","возне'сенны","0100","100","dactylic","е'сенны"
"истертых","истё'ртых","01'0","01'0","other","ё'ртых"
"лежат","лежа'т","01","1","masc","а'т"
"сраженный","сражё'нный","01'0","01'0","other","ё'нный"
"пыли","пы'ли","10","10","fem","ы'ли"
"буйства","бу'йства","10","10","fem","у'йства"
"слепоты","слепоты'","001","1","masc","ты'"
"бою","бою'","01","1","masc","ою'"
"кремнистой","кремни'стой","010","10","fem","и'стой"
"раздран","раздра'н","01","1","masc","а'н"
"погребенный","погребё'нный","001'0","001'0","other","ё'нный"
"ломает","лома'ет","010","10","fem","а'ет"
"смертоносны","смертоно'сны","0010","10","fem","о'сны"
"вырывал","вырыва'л","001","1","masc","а'л"
"коснеешь","косне'ешь","010","10","fem","е'ешь"
"влачился","влачи'лся","010","10","fem","и'лся"
"искал","иска'л","01","1","masc","а'л"
"виной","вино'й","01","1","masc","о'й"
"снова","сно'ва","10","10","fem","о'ва"
"познавая","познава'я","0010","10","fem","а'я"
"злосчастна","злосча'стна","010","10","fem","а'стна"
"окровавленна","окрова'вленна","00100","100","dactylic","а'вленна"
"супруг","супру'г","01","1","masc","у'г"
"превратились","преврати'лись","0010","10","fem","и'лись"
"устах","уста'х","01","1","masc","а'х"
"несчастной","несча'стной","010","10","fem","а'стной"
