"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"117","P_1102","A-101","Шахова Е.Н.","Е. Шахова","Мечтатель","","Разочарованный, угрюмый","1840","../../data/corpus1835/periodicals/per_raw//P_1102.txt","Совр. 1840. Т. 20. 3ей паг. C. 297-298","","per"
"118","P_1103","A-154","Тютчев Ф.И.","Ф. Т - - в","С какою негою","","С какою негою, с какой тоской влюбленной","1840","../../data/corpus1835/periodicals/per_raw//P_1103.txt","Совр. 1840. Т. 20. 3ей паг. C. 299","","per"
"119","P_1104","A-153","Ростопчина Е.П.","Гр - - ня Ев. Рас - - на","В Москву!","","В Москву! В Москву!… в тот город столь знакомый","1840","../../data/corpus1835/periodicals/per_raw//P_1104.txt","Совр. 1840. Т. 20. 3ей паг. C. 300-301","","per"
"120","P_1105","A-161","Айбулат К.М.","К. Айбулат","Совет","","Счастливое, беспечное дитя","1840","../../data/corpus1835/periodicals/per_raw//P_1105.txt","Совр. 1840. Т. 20. 3ей паг. C. 302","","per"
"121","P_1106","A-153","Ростопчина Е.П.","Гр-ня Е. Р-на","Песни Трувера","","Певец мой, приближься; святых вдохновений","1839","../../data/corpus1835/periodicals/per_raw//P_1106.txt","ОЗ. 1839. Т. 4. Отд. 3. C. 1-4","","per"
"122","P_1107","A-165","Катков М.Н.","М. Катков","Саламанка","Из Гейне","На бульварах Саламанки","1839","../../data/corpus1835/periodicals/per_raw//P_1107.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 74","","per"
"123","P_111","","","","Упрек","Из греческой антологии","Время быстро летит","1836","../../data/corpus1835/periodicals/per_raw//P_111.txt","БдЧ. 1836. Т. 17. C. 192-193","","per"
"124","P_1110","A-114","Лермонтов М.Ю.","М. Лермонтов","Еврейская мелодия","Из Байрона","Душа моя мрачна. Скорей, певец, скорей","1839","../../data/corpus1835/periodicals/per_raw//P_1110.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 80","","per"
"125","P_1111","A-114","Лермонтов М.Ю.","М. Лермонтов","В альбом","Из Байрона","Как одинокая гробница","1839","../../data/corpus1835/periodicals/per_raw//P_1111.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 81","","per"
"126","P_1112","A-7","Кольцов А.В.","А. Кольцов","Путь","","Путь широкий давно","1839","../../data/corpus1835/periodicals/per_raw//P_1112.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 81-82","","per"
"127","P_1115","A-169","Павлова К.К.","-ва-","Лорелея","С немецкого, из Гейне","И горюя, и тоскуя","1839","../../data/corpus1835/periodicals/per_raw//P_1115.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 141-142","","per"
"128","P_1116","A-169","Павлова К.К.","-ва-","Литовская песня","","Землю как гонец","1839","../../data/corpus1835/periodicals/per_raw//P_1116.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 142-143","","per"
"129","P_112","A-113","Козлов И.И.","Иван Козлов","Русская певица","","Когда ты нежностью своей","1836","../../data/corpus1835/periodicals/per_raw//P_112.txt","БдЧ. 1836. Т. 17. C. 193-194","","per"
"130","P_1120","A-160","Ознобишин Д.П.","Ознобишин","Вазантазена","","Остановись, Вазантазена","1839","../../data/corpus1835/periodicals/per_raw//P_1120.txt","ОЗ. 1839. Т. 4. Отд. 4. C. 209-210","","per"
"131","P_1122","A-226","Аксаков К.С.","К. Аксаков","Отрывок из первого действия первой части Фауста","","О, счастлив тот, кто верует мечтам","1839","../../data/corpus1835/periodicals/per_raw//P_1122.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 1-2","","per"
"132","P_1123","A-161","Айбулат К.М.","К. Айбулат","","Два вопроса","Скажите мне, где лоно рая","1839","../../data/corpus1835/periodicals/per_raw//P_1123.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 165-166","","per"
"133","P_1124","A-161","Айбулат К.М.","К. Айбулат","","Два вопроса","Скажи мне, мир земной, скиталец","1839","../../data/corpus1835/periodicals/per_raw//P_1124.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 166-167","","per"
"134","P_1125","A-114","Лермонтов М.Ю.","М. Лермонтов","Три пальмы","Восточное сказание","В песчаных степях аравийской земли","1839","../../data/corpus1835/periodicals/per_raw//P_1125.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 168-170","","per"
"135","P_1126","A-160","Ознобишин Д.П.","Ознобишин","Вороной конь","Новогреческая песнь","На утесе крутом я в раздумьи моем","1839","../../data/corpus1835/periodicals/per_raw//P_1126.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 251-253","","per"
"136","P_1127","A-169","Павлова К.К.","-ва-","Военная песнь клана Макгрегор","Из Вальтера Скотта, с английского. Macgregor’s Gathering","Луна над рекой и туманы кругом","1839","../../data/corpus1835/periodicals/per_raw//P_1127.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 254-255","","per"
"137","P_1128","","И. К.","И. К.","Утренний звон","","Они звучат - торжественные звуки -","1839","../../data/corpus1835/periodicals/per_raw//P_1128.txt","ОЗ. 1839. Т. 5. Отд. 3. C. 255-256","","per"
"138","P_113","A-113","Козлов И.И.","Иван Козлов","Дуб","","Краса родной горы, с тенистыми ветвями","1836","../../data/corpus1835/periodicals/per_raw//P_113.txt","БдЧ. 1836. Т. 17. C. 194-195","","per"
"139","P_1130","A-163","Гребенка Е.П.","Гребенка","Украинская мелодия","","","1839","../../data/corpus1835/periodicals/per_raw//P_1130.txt","ОЗ. 1839. Т. 5. Отд. 3. C. ","","per"
"140","P_1131","A-169","Павлова К.К.","-ва-","Сонет","","Не дай ты потускнеть душе зеркально-чистой","1839","../../data/corpus1835/periodicals/per_raw//P_1131.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 43","","per"
"141","P_1132","A-169","Павлова К.К.","-ва-","Яша","Из Вальтера Скотта. С английского","Что плачешь ты, краса моя","1839","../../data/corpus1835/periodicals/per_raw//P_1132.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 43-44","","per"
"142","P_1133","A-157","Греков Н.П.","Н. Греков","Элегия","Из В. Гюго","В вечерний час, когда с тобой","1839","../../data/corpus1835/periodicals/per_raw//P_1133.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 82-85","","per"
"143","P_1134","A-187","Хомяков А.С.","А. Хомяков","* * *","","Гордись! тебе льстецы сказали","1839","../../data/corpus1835/periodicals/per_raw//P_1134.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 143-144","","per"
"144","P_1135","A-113","Козлов И.И.","И. Козлов","Графине Лаваль","В день ее рождения","Полночная редеет тень","1839","../../data/corpus1835/periodicals/per_raw//P_1135.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 119","","per"
"145","P_1136","A-169","Павлова К.К.","-ва-","Эдвард","Старинная шотландская баллада","Как грустно ты главу склонил, Эдвард! Эдвард","1839","../../data/corpus1835/periodicals/per_raw//P_1136.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 159-161","","per"
"146","P_1137","A-236","Жукова М.С.","М. Ж-к-ва","К Н. Н…ву","","Люблю внимать тебе порою","1839","../../data/corpus1835/periodicals/per_raw//P_1137.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 208","","per"
"147","P_1138","A-169","Павлова К.К.","-ва.-","* * *","","Шепот грустный, говор тайной","1839","../../data/corpus1835/periodicals/per_raw//P_1138.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 209","","per"
"148","P_1139","A-165","Катков М.Н.","М. Катков","Ратклиф","Из Гейне","Бог сна привел меня в далекий край","1839","../../data/corpus1835/periodicals/per_raw//P_1139.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 210-213","","per"
"149","P_114","","Князь Иван Козловский","Князь Иван Козловский","Обитатель Сиона","Подражание псалму","О Господи, кто обитает","1836","../../data/corpus1835/periodicals/per_raw//P_114.txt","БдЧ. 1836. Т. 17. C. 196","","per"
"150","P_1140","A-114","Лермонтов М.Ю.","М. Лермонтов","Молитва","","В минуту жизни трудную","1839","../../data/corpus1835/periodicals/per_raw//P_1140.txt","ОЗ. 1839. Т. 6. Отд. 6. C. 272","","per"
"151","P_1141","A-114","Лермонтов М.Ю.","М. Лермонтов","Дары Терека","","Терек воет, дик и злобен","1839","../../data/corpus1835/periodicals/per_raw//P_1141.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 1-3","","per"
"152","P_1142","A-150","Вяземский П.А.","Князь Вяземский","Брайтон","","Сошел на Брайтон мир глубокий","1839","../../data/corpus1835/periodicals/per_raw//P_1142.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 3-4","","per"
"153","P_1143","A-169","Павлова К.К.","-ва-","Розабелла","С английского, из Вальтера Скотта","Не расскажу вам, красотам","1839","../../data/corpus1835/periodicals/per_raw//P_1143.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 131-133","","per"
"154","P_1144","A-152","Красов В.И.","В. Красов","Молитва","","Хвала тебе, Творец, хвала, благодаренье","1839","../../data/corpus1835/periodicals/per_raw//P_1144.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 133","","per"
"155","P_1145","A-208","Клюшников И.П.","- Ф -","Весна","","Весна! опять в душе неясный идеал","1839","../../data/corpus1835/periodicals/per_raw//P_1145.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 134","","per"
"156","P_1146","A-163","Гребенка Е.П.","Е. Гребенка","Гетман Свирговский","","Господарь Иоанн","1839","../../data/corpus1835/periodicals/per_raw//P_1146.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 176-178","","per"
"157","P_1147","A-114","Лермонтов М.Ю.","М. Ю. Лермонтов","Памяти А.И. Од-го","","Я знал его; мы странствовали с ним","1839","../../data/corpus1835/periodicals/per_raw//P_1147.txt","ОЗ. 1839. Т. 7. Отд. 3. C. 210-211","","per"
"158","P_1148","A-11","Пушкин А.С.","А. Пушкин","А.Д. Б…ской","","Когда-то, помню, с умиленьем","1840","../../data/corpus1835/periodicals/per_raw//P_1148.txt","ОЗ. 1840. Т. 8. Отд. 3. C. 1","","per"
"159","P_1151","A-7","Кольцов А.В.","","Хуторок","","За рекой, на горе","1840","../../data/corpus1835/periodicals/per_raw//P_1151.txt","ОЗ. 1840. Т. 8. Отд. 3. C. 82-84","","per"
